sha256,filename,file_size_mb,domain,confidence,priority_score,title,authors,year,publisher,is_book,r2_isbns,r2_ol_title,r2_ol_found,r2_classification_domain,r2_classification_confidence,r2_classification_method,r2_chars_extracted,r2_extractable,r2_has_toc,r2_content_fingerprint,reclassified_as_book,duplicate_group,r2_dedup_is_best_copy
9778b738372aa45e8a50a605b7382f7922a7c81c8484974a58f16f585c499e90,"(Undergraduate Texts in Mathematics) Andrew McInerney (auth.)-First Steps in Differential Geometry_ Riemannian, Contact, Symplectic-Springer-Verlag New York (2013).pdf",3.51,topology_geometry,high,45,"Andrew McInerney (auth.)-First Steps in Differential Geometry: Riemannian, Contact, Symplectic-Springer-Verlag New York",,2013,,True,9781461477310; 9781461477327,,,,,,3898,True,False,a8b537b1dbaea2e7,,,True
f59f4fa2d36a2a3ada66781aa149af0c265ef7d3a20804504ff5e3f355d459d4,Applied Mathematical Sciences 172 Henk Broer Floris Takens auth - Dynamical Systems and Chaos-Springer-Verlag New York 2011.pdf,4.52,dynamical_systems,medium,45,Applied Mathematical Sciences 172 Henk Broer Floris Takens auth - Dynamical Systems and Chaos-Springer-Verlag New York 2011,,2011,,True,9781441968692; 9781441968708,,,,,,2543,True,False,09f7bd86640be5c5,,,True
91f650acf9ab3205de842cd6db632626e507f74a575f7f090fce6c6da6a7488a,Ivo Balbaert-Getting started with Julia Programming Language-Packt Publishing - ebooks Account 2015.pdf,2.36,software_engineering,medium,45,Getting Started with Julia Programming,Ivo Balbaert,2015,,True,,,,software_engineering,medium,claude_code,1417,True,True,,,,True
d1f9a60be3b9532c71079c9233e0d0eab9fc1b826888a046d038770064fe1e60,"Joshua Schimel - Writing Science_ How to Write Papers That Get Cited and Proposals That Get Funded-Oxford University Press, USA (2011) (1).pdf",1.49,unclassified,unclassified,45,"Writing Science: How to Write Papers That Get Cited and Proposals That Get Funded-Oxford University Press, USA",Joshua Schimel,2011,,True,9780199760237; 9780199760244,,,,,,1864,True,False,,,,True
0a1ada8a442bb45b2256ccb9433c5a6e399d103bf7110c1aea0ce264059b36e8,"Joshua Schimel - Writing Science_ How to Write Papers That Get Cited and Proposals That Get Funded-Oxford University Press, USA (2011).pdf",3.64,unclassified,unclassified,45,Writing Science,Joshua Schimel,2011,,True,9780199760237; 9780199760244,,,,,,1864,True,False,,,,True
7ea36355a9aa668e33576889df0cc5c8455be6c41336b44ab44aa1c804a6c2f8,"Kelly Starrett - Becoming a Supple Leopard_ The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance-Victory Belt Publishing (2015).pdf",48.46,fitness,medium,45,Becoming a Supple Leopard,Kelly Starrett,2015,Victory Belt Publishing,True,,,,fitness,low,claude_code,2502,True,True,,,fuzzy_dup_430,True
d7ac3f5f11d5c7fbc0399b8a5f4694a5bfec0323fd3166b940367a30b1e1d5bb,"Nagle R.K., Saff E.B., Snider A.D. - Solutions manual for Fundamentals of differential equations 7ed.-Pearson (2008).pdf",1.9,mathematics,medium,45,Solutions manual for Fundamentals of differential equations 7ed,Nagle R.K; Saff E.B; Snider A.D,2008,Pearson,True,,,,dynamical_systems,medium,claude_code,10218,True,True,82effa3c1f015c5f,,,True
c76c152f4398afc78aab7f94ae9538d56829f9d2918af8587e6e105dc53fc53e,Peter J Brockwell_ Richard A Davis - Introduction to Time Series and Forecasting-Springer 2016.pdf,8.05,time_series,medium,45,Peter J Brockwell: Richard A Davis - Introduction to Time Series and Forecasting-Springer 2016,,2016,,True,9783319298528; 9783319298542,,,,,,2173,True,False,5c1864adf1aeac0c,,,True
93991994e5514a52cbe474b5d29efd80f0880b2cdab05abfd2179d7767cbd15b,Steven F. Railsback_ Volker Grimm - Agent-Based and Individual-Based Modeling_ A Practical Introduction-Princeton University Press (2019).pdf,8.46,mathematics,medium,45,Steven F. Railsback: Volker Grimm - Agent-Based and Individual-Based Modeling: A Practical Introduction-Princeton University Press,,2019,,True,9780691190822,,,mathematics,medium,claude_code,1000,True,False,,,,True
1557d3e7e96bf0b0ea82e533dc24c5f389bdb7dddd5cc0562cccc9b9bd0977d3,"""Looks_Good_to_Me"".pdf",22.97,software_engineering,low,45,"""Looks_Good_to_Me""",Adrienne Braganza,,,True,9781633438125; 9781633438,,,software_engineering,low,keyword_text,2543,True,False,60b24c3d84f61bf9,,,True
f7b22c212389a8d4c16afee259f7622d19df78170283cd829cb64d106953295e,"(Lecture Notes in Computer Science 9021) Nitin Agarwal, Kevin Xu, Nathaniel Osgood (eds.) - Social Computing, Behavioral-Cultural Modeling, and Prediction_ 8th International Conference, SBP 2015, Wash.pdf",32.17,mathematics,low,45,"Nitin Agarwal, Kevin Xu, Nathaniel Osgood (eds.) - Social Computing, Behavioral-Cultural Modeling, and Prediction: 8th International Conference, SBP 2015, Wash",,2015,,True,9783319162676; 9783319162683,,,,,,3229,True,False,282b1ea2feb69d31,,,True
de6672d926afcc7617ca2c2bbb05d1ef1c44de29ce94d6d196425197f9480ae9,(Springer Monographs in Mathematics) Grigoriy A. Margulis (auth.)-On Some Aspects of the Theory of Anosov Systems_ With a Survey by Richard Sharp_ Periodic Orbits of Hyperbolic Flows-Springer-Verlag B.pdf,3.22,dynamical_systems,low,45,Grigoriy A. Margulis (auth.)-On Some Aspects of the Theory of Anosov Systems: With a Survey by Richard Sharp: Periodic Orbits of Hyperbolic Flows-Springer-Verlag B,4<8=8AB@0B>@,,,True,9783642072642; 9783662090701,,,,,,4212,True,False,a45f5dc6b35740f8,,,True
6f3075e8b5158daf7685773e2a8486cd4236acf16623235b6e9d239e6c110344,"(Use R!) Eric D. Kolaczyk, Gábor Csárdi - Statistical Analysis Of Network Data With R-Springer (2020).pdf",5.4,unclassified,unclassified,45,"Eric D. Kolaczyk, Gábor Csárdi - Statistical Analysis Of Network Data With R-Springer",,2020,,True,9783030441289; 9783030441296; 9781108290159,,,,,,3146,True,False,a1fca16202d79185,,,True
6e57a723d756ebbf1adbb4b7685100bc5d56ee839f331c9870822f6d82a8615f,2017_Book_FoundationsOfProgrammingLangua.pdf,18.41,unclassified,unclassified,45,2017_Book_FoundationsOfProgrammingLangua,,,,True,9783319707891; 9783319707907,,,,,,3129,True,False,21f6b64959d447fb,,,True
33607986424d3dc40aa413eaa3a52006544401a7836e95220947d53c533f1679,"3,000 Solved Problems in Calculus.pdf",20.86,mathematics,low,45,"3,000 Solved Problems in Calculus",Elliot Mendelson; Ph.D,,,True,9780071702614; 9780071635349,,,,,,5729,True,False,9a8aeac73ca0d8e7,,,True
240e328dd06fa4b6f069d8b77ffa84c1bf665b5991f0af719ae4d51cc6127c42,AE Roy - Orbital Motion-Taylor Francis 2004.pdf,18.23,dynamical_systems,medium,45,"Orbital Motion, Fourth Edition",Roy; A E,2004,,True,,,,dynamical_systems,medium,claude_code,2417,True,True,cb2496a7b8b26136,,,True
98021bfc7ea4169b1751568e67e5d0b4adaa9f67e4715d6c09b31ae4775b4d72,AI-Powered_Search.pdf,33.98,rag_llm,medium,45,AI-Powered_Search,Trey Grainger; Doug Turnbull; Max Irwin,,,True,9781617296970; 9781617296,,,rag_llm,medium,claude_code,2508,True,False,2c91c20efee8831c,,,True
22538a44eb0f1af8d04e89756607678e27b2644c6f58e4a1f4ed313c391cf59a,Algebra (L. E. Sigler).pdf,38.38,algebra,low,45,Algebra (L. E. Sigler),asaul,,,True,9783540901952; 9783662267387,,,,,,3327,True,False,f6fba67b87823638,,,True
8b23f9f0fa66be012f36c086612b2b659103578df071c2d9a7423c4bc5b704f9,Algebraic Groups and Class Fields (Jean-Pierre Serre).pdf,21.33,algebra,low,45,Algebraic Groups and Class Fields (Jean-Pierre Serre),,,,True,9781461269939; 9781461210351,,,mathematics,low,keyword_text,4962,True,False,61f1619136f5d93e,,,True
abc2a90a46448c298d8db15888a372c96881491cc134f193ae9628915fde3faf,"Analysis I Fourier Analysis（Elias. M. Stein,Rami Shakarchi）.pdf",1.58,analysis,low,45,"Analysis I Fourier Analysis（Elias. M. Stein,Rami Shakarchi）",Elias M. Stein; Rami Shakarchi,,,True,9780691113845,,,analysis,low,keyword_text,1034,True,False,4715665ec6caa6bf,,,True
0cd22c5c17297ca2d2758532575174a5dfe9efbe33d79147314881cbe94f20ad,Applied Mathematical Sciences 105 Stephen Wiggins auth-Normally Hyperbolic Invariant Manifolds in Dynamical Systems-Springer-Verlag New York 1994.pdf,4.78,mathematics,medium,45,Applied Mathematical Sciences 105 Stephen Wiggins auth-Normally Hyperbolic Invariant Manifolds in Dynamical Systems-Springer-Verlag New York 1994,,1994,,True,9781461287346; 9781461243120,,,mathematics,medium,keyword_text,5971,True,False,0c51f2a601209379,,,True
ff4b797cd0095606fa13bd45268903b6faa701473ef7d1ba5719c0cce287ea89,Bernd S  W Schröder Mathematical analysis _ a concise introduction.pdf,31.49,mathematics,medium,45,Bernd S W Schröder Mathematical analysis : a concise introduction,John,,,True,9780470107966,,,mathematics,medium,claude_code,25335,True,False,2f08d348b0be2b19,,,True
1575d1bf37916451e25dcec1d683ba20818466b93bec56ec751eb7dbc647e21f,Brezis.pdf,2.49,analysis,low,45,"Functional Analysis, Sobolev Spaces and Partial Differential Equations",Haim Brezis,,,True,9780387709130; 9780387709147,,,,,,1933,True,False,6c7bc5c7fff0a31c,,,True
5f4a1aa2c31379de60273e32c5166dc88bbb39300f495c994e8d968ff6e7707b,"Choquet Bruhat Y , Dewitt Morette  C Analysis, Manifolds And Physics.pdf",31.01,topology_geometry,low,45,"Choquet Bruhat Y , Dewitt Morette C Analysis, Manifolds And Physics",Wey,,,True,,,,physics,low,claude_code,43208,True,True,3dbbb6ec2fd7d377,,,True
2e04da472e6b969573284e6cbcfa7d82d3cf127e5320d9c6a7b7b7823dd71cd5,"Coherent States,  Wavelets and Their Generalizations (Syed Twareque Ali Jean-Pierre Antoine Jean-Pierre Gazeau).pdf",35.13,signal_processing,low,45,978-0-387-98908-2_Book_PrintPDF.pdf,halbulario,,,True,9781461270652; 9781461212584,,,,,,4384,True,False,100ef804eb613981,,,True
a69b297253a96e638153aa9ac584e414476488de679ffed32e4540a9ecdb5363,Combinatorics and Graph Theory (John M. Harris Jeffry L. Hirst Michael J. Mossinghoff).pdf,26.96,mathematics,medium,45,Combinatorics and Graph Theory (John M. Harris Jeffry L. Hirst Michael J. Mossinghoff),,,,True,9781475748055; 9781475748031,,,mathematics,medium,keyword_text,5396,True,False,e15b1f01e9cd0e16,,,True
7466e0805156a7d37cdf74c9385bd785ee3e4bef46f8c40bf7da00ac75cad418,David C. Lay_ Steven R. Lay_ Judi J. McDonald - Linear Algebra and Its Applications (Sixth Edition) - Chapter 10_ Finite-State Markov Chains + Appendixes-Pearson (2020).pdf,2.16,algebra,low,45,David C. Lay: Steven R. Lay: Judi J. McDonald - Linear Algebra and Its Applications (Sixth Edition) - Chapter 10: Finite-State Markov Chains + Appendixes-Pearson,,2020,,True,,,,probability_theory,low,claude_code,8045,True,True,5a21f721661fc137,,,True
2f039aef2c84ab8c1a24f19c9ad630a5e4643f37d70d5a166b9c31f9c63b8ad4,"Deep_Learning_with_PyTorch,_Second_Editi_v14_MEAP.pdf",32.37,deep_learning,high,45,"Deep_Learning_with_PyTorch,_Second_Editi_v14_MEAP",Luca Antiga; Eli Stevens; Howard Huang; Thomas Viehmann,,,True,,,,deep_learning,high,keyword_text,4863,True,True,cf2c7449f21a250d,,fuzzy_dup_420,True
1a7ce9d40917db2fb92a5375fa31b6848a31a4dce8cb5fdd32d2275fa23e275a,Deep_Learning_with_PyTorch_Second_Editi_v13_MEAP.pdf,31.84,deep_learning,high,45,Deep_Learning_with_PyTorch_Second_Editi_v13_MEAP,Luca Antiga; Eli Stevens; Howard Huang; Thomas Viehmann,,,True,,,,deep_learning,high,keyword_text,4389,True,True,2c31f7fb791a241b,,fuzzy_dup_419,True
3287ec8c8fe727c7a906544a0040b659bfcba899be58079797d2e3ac92b4276d,Denumerable Markov Chains (John G. Kemeny J. Laurie Snell Anthony W. Knapp).pdf,36.12,probability_theory,low,45,978-1-4684-9457-0_Book_PrintPDF.pdf,madelmundo,,,True,9781468494570; 9781468494556,,,,,,3088,True,False,970d728b3178a218,,,True
dfa43b5d2d0e9d6c41faca84679cc3fd6dbc69d58221f854ca24e49c5e9eb376,Edward R. Tufte - Beautiful Evidence-Graphics Press (2006).pdf,26.03,unclassified,unclassified,45,Beautiful Evidence,Edward R. Tufte,2006,Graphics Press,True,,,,,,,11565,True,True,e36beb71ebba5c10,,,True
5b863f0c92cb30429321dd754979094cd5ff0ba0c2f210786ee217431d92c6e6,"Elke Gschossmann-Hendershot, Lois Feuerle Schaum's Outline of German Grammar, 4ed (Schaum's Outline Series).pdf",6.26,unclassified,unclassified,45,"Elke Gschossmann-Hendershot, Lois Feuerle Schaum's Outline of German Grammar, 4ed (Schaum's Outline Series)",,,,True,9780071615686; 9780071615679,,,,,,6935,True,False,32eb889912134a29,,,True
e41e9541101b8b4f7555e74117b1d749aa1d645e7924b99f490c5526fe857c98,From Holomorphic Functions to Complex Manifolds (Klaus Fritzsche Hans Grauert).pdf,32.09,topology_geometry,low,45,978-1-4419-2983-9_Book_PrintPDF.pdf,halbulario,,,True,9781441929839; 9781468492736,,,mathematics,low,keyword_text,5803,True,False,721b35357ee9f15c,,,True
3a3354668b9c6e93c86935d0d5ddf409b9458d0f1978bc2d0780f8babfa869ab,Generative_AI_in_Action.pdf,27.64,rag_llm,medium,45,Generative_AI_in_Action,Amit Bahree,,,True,9781633436947; 9781633436,,,rag_llm,medium,claude_code,3281,True,False,fc29036143ffe88c,,,True
6cfa3d5d369042fafb0bdc3d636e9eef24ed71dbbbd182d18f1269bfaeebbf89,Grundlehren der mathematischen Wissenschaften 260 Mark I Freidlin Alexander D Wentzell auth-Random Perturbations of Dynamical Systems-Springer-Verlag Berlin Heidelberg 2012 1.pdf,4.19,dynamical_systems,medium,45,Grundlehren der mathematischen Wissenschaften 260 Mark I Freidlin Alexander D Wentzell auth-Random Perturbations of Dynamical Systems-Springer-Verlag Berlin Heidelberg 2012 1,,2012,,True,9783642258466; 9783642258473,,,,,,5102,True,False,209e29c459a8fbe8,,,True
8a797dcd85142e034879423cbf15ae5335bdf675d0be8a2ce1880bd3d5ec4631,Grundlehren der mathematischen Wissenschaften 260 Mark I Freidlin Alexander D Wentzell auth-Random Perturbations of Dynamical Systems-Springer-Verlag Berlin Heidelberg 2012.pdf,3.16,dynamical_systems,medium,45,Grundlehren der mathematischen Wissenschaften 260 Mark I Freidlin Alexander D Wentzell auth-Random Perturbations of Dynamical Systems-Springer-Verlag Berlin Heidelberg 2012,,2012,,True,9783642258466; 9783642258473,,,,,,3031,True,False,3c35176f5c395b0c,,,True
16e742f8d926da9551eaee3d1215c53f53323c9ba18de55f14fdfdd453ad2b56,Interscience Tracts in Pure and Applied Mathematics No 25 Carl Ludwig Siegel-Topics in Complex Function Theory Vol 1_ Elliptic Functions and Uniformization Theory Vol 1 -John Wiley Sons Inc .pdf,13.42,mathematics,medium,45,Interscience Tracts in Pure and Applied Mathematics No 25 Carl Ludwig Siegel-Topics in Complex Function Theory Vol 1: Elliptic Functions and Uniformization Theory Vol 1 -John Wiley Sons Inc,,,,True,,,,mathematics,medium,claude_code,46524,True,True,c7277c8e10a47e11,,,True
0783138057362a16c14a05cf496a5ceed9ce5e8108bf880f4887d52f217aaf31,Introduction to Linear Algebra (Serge Lang).pdf,28.33,algebra,low,45,Introduction to Linear Algebra (Serge Lang),,,,True,9781461270027; 9781461210702,,,linear_algebra,low,keyword_text,4708,True,False,9f00d831bc388bbe,,,True
751dc97377561f4abcf758cfa4584aefe445037981088c0bd89c4f528fdc0184,Investing_for_Programmers.pdf,24.21,finance,medium,45,Investing_for_Programmers,Stefan Papp,,,True,9781633435803; 9781633435,,,finance,medium,claude_code,3430,True,False,565a8be4293a699e,,,True
544ef25c22abc5900376539492fb635848ce62b82e650b709232c2cbd421f4b1,LandauLifshitz-RelativisticQuantumTheoryPart1.pdf,19.02,physics,low,45,LandauLifshitz-RelativisticQuantumTheoryPart1,,,,True,,,,physics,low,claude_code,28511,True,True,45d032d2729e2cd5,,,True
0c3c8ea41ec9a8669c800a49175831ee5f72e7af54ce2039928c32339b848899,LandauLifshitz-TheClassicalTheoryOfFields.pdf,18.52,physics,low,45,LandauLifshitz-TheClassicalTheoryOfFields,,,,True,,,,physics,low,claude_code,19893,True,True,9d071b4c61b52231,,,True
144235dd41f31ed8c85abe7130c853387b3c48601d87e4835cae6ff8ee8b245f,Linear Algebra (Serge Lang).pdf,16.72,algebra,low,45,Linear Algebra (Serge Lang),,,,True,9781441930811; 9781475719499,,,mathematics,low,keyword_text,3164,True,False,f8d7a40b6e7ead52,,,True
f344d447eec5108064771197e3ec08e0cfeeec6505e65cec05634a154f476b1a,Math - Calculus of Finite Differences.pdf,34.98,mathematics,medium,45,Math - Calculus of Finite Differences,Simon Plouffe - Charles Jordan,,,True,,,,mathematics,medium,keyword_text,4819,True,True,bcff2c42522ca576,,,True
42892b2d24cb8043594a702cee43314ff96a42f453fc393f2b6db6a4df3c0ca6,Mathematical Logic (H.-D. Ebbinghaus J. Flum W. Thomas).pdf,22.7,mathematics,medium,45,Mathematical Logic (H.-D. Ebbinghaus J. Flum W. Thomas),,,,True,9781475723571; 9781475723557,,,mathematics,medium,keyword_text,5033,True,False,f89a6e1e746b3130,,,True
05d20fe97cbdcd57cdb8a51091b03bac039eaf1b1166ceef19729f02ca633098,Modern Geometry ? Methods and Applications (B. A. Dubrovin A. T. Fomenko S. P. Novikov).pdf,35.57,mathematics,low,45,978-1-4684-9948-3_Book_PrintPDF.pdf,mymarasigan,,,True,9781468499483; 9781468499469,,,topology_geometry,low,keyword_text,4264,True,False,7f12b49664afe024,,,True
8a0d885f346c40e09187ec45cfa7bd8b9d8525971d963477586699d7c024877d,Nicholas J Higham - Handbook of writing for the mathematical sciences-SIAM 1998.pdf,1.84,mathematics,medium,45,Nicholas J Higham - Handbook of writing for the mathematical sciences-SIAM 1998,,1998,,True,,,,mathematics,medium,claude_code,29223,True,True,6ca7570775e88f82,,,True
d08638f5e7d9c412df1381185464f3e41a807582d2966ac5724cb17a1bf84e70,Pascal Wallisch Michael E Lusignan Marc D Benayoun Tanya I Baker Adam Seth Dickey and Nicholas G Hatsopoulos Auth - MATLAB for Neuroscientists An Introduction to Scientific Computing in MA.pdf,29.3,data_science,low,45,Pascal Wallisch Michael E Lusignan Marc D Benayoun Tanya I Baker Adam Seth Dickey and Nicholas G Hatsopoulos Auth - MATLAB for Neuroscientists An Introduction to Scientific Computing in MA,4<8=8AB@0B>@,,,True,9780123838360,,,,,,6016,True,False,c60d637f57677992,,,True
bb88cf4e1badb1ca8f2047d1613acd3bf6f118a929b1b7fbd8a2d3c12a71dddc,Pavel Grinfeld (auth.)-Introduction to tensor analysis and the calculus of moving surfaces-Springer-Verlag New York (2013)-2.pdf,3.98,mathematics,low,45,Pavel Grinfeld (auth.)-Introduction to tensor analysis and the calculus of moving surfaces-Springer-Verlag New York,,2013,,True,9781461478669; 9781461478676,,,mathematics,low,keyword_text,2487,True,False,8de2f938235df1bd,,,True
9b7c0b75ea605ef76d6b26bf83714166f98a5e9f7c96d230858fc51bd27610b9,Real Mathematical Analysis (Charles Chapman Pugh).pdf,16.77,mathematics,low,45,Real Mathematical Analysis (Charles Chapman Pugh),,,,True,9781441929419; 9780387216843,,,mathematics,low,keyword_text,4752,True,False,3e957afee7940cd4,,,True
892c8c7d280f6523f1d183f6e23e24d448ed4071b20f55e28882d7406f567dbd,Riemann Surfaces (Hershel M. Farkas Irwin Kra).pdf,25.28,unclassified,unclassified,45,Riemann Surfaces (Hershel M. Farkas Irwin Kra),jojavier,,,True,9781468499322; 9781468499308,,,,,,1466,True,False,b648d754db7c5a3a,,,True
064afc149eaba052c27d74ed3a143551201ef53df96f988781cb5d32e726f9fb,Riemannian Geometry (Peter Petersen).pdf,36.44,topology_geometry,low,45,Riemannian Geometry (Peter Petersen),asaul,,,True,9781475764369; 9781475764345,,,mathematics,low,keyword_text,5331,True,False,bf01f8ff3b7f31f8,,,True
705560b32b9c72454d1d8338ae84269609fb2fa5a98c1701394ad3a91032e404,SergeLangauthComplexAnalysisBookZZorg.pdf,11.31,unclassified,unclassified,45,SergeLangauthComplexAnalysisBookZZorg,,,,True,9783642592737; 9783540780595,,,,,,4412,True,False,23dea691f73ca4a5,,,True
b83448613e02ce4cd0ada6face0c1e14427b27600ff7a4ac5d57115999dfb0c4,The Effect_ An Introduction to Research Design and -- Nick Huntington-Klein -- 2nd 2025 -- Taylor Francis Ltd -- 9781003448969 -- fcc51a500bdf7fbe968b04fba285515f -- Annas Archive.pdf,13.25,causal_inference,medium,45,The Effect: An Introduction to Research Design and Causality: Second Edition,Nick Huntington-Klein,2025,,True,9781032581941; 9781032580227; 9781003448969; 9781032581; 9781032580; 9781003448,,,causal_inference,medium,claude_code,4701,True,False,c2e5e79f606942a1,,,True
74646cc249e0e6ddeb1e6f7f6e03683d2ba7723b8dd00b3ee34ce77fda13d2d6,The Fundamental Theorem of Algebra (Benjamin Fine Gerhard Rosenberger).pdf,26.14,algebra,low,45,The Fundamental Theorem of Algebra (Benjamin Fine Gerhard Rosenberger),,,,True,9781461273431; 9781461219286,,,mathematics,low,keyword_text,4918,True,False,d8c030e5e8d67cf9,,,True
7b19131663e7c6c8d7a85d7c6a0439b3a3196b0180d5db799eae606e976eefc1,Topology and Geometry (Glen E. Bredon).pdf,47.88,mathematics,medium,45,0387979263_txt.pdf,PAULA LIND,,,True,9781441931030; 9781475768480,,,mathematics,medium,keyword_text,5437,True,False,6f6d63544b3b2257,,,True
ae54502e77b734dde81ceec8a301fe3e4a270a74af79e7da137431a6045aec25,[David_J._Griffiths]_Introduction_to_Quantum_Mecha(BookZZ.org).pdf,19.14,physics,medium,45,Introduction_to_Quantum_Mecha(BookZZ.org),,,,True,,,,physics,low,claude_code,9970,True,True,533e36aa1870d054,,,True
2a24d9fcac8e6f4b910728f89c20c331e303d3c8cfff6457339c72afab3044bc,"[Elias_M._Stein,_Rami_Shakarchi]_Functional_Analys(BookZZ.org)-2.pdf",11.53,analysis,medium,45,Functional_Analys(BookZZ.org)-2,,,,True,9780691113876,,,analysis,medium,keyword_text,1080,True,False,490a06019361c700,,,True
4cda27ee5ff2cfdb1a4b2553eb1e204abd82ac721a5650df34f68e2b573283fc,[Morris_Bramson]_Mathematics_Subject_Test_Advance(BookFi.org).pdf,10.16,mathematics,low,45,Mathematics_Subject_Test_Advance(BookFi.org),,,,True,,,,mathematics,low,claude_code,21707,True,True,ceb87ba32e336439,,,True
43c1dea793e3edf84cf6bd9f2f3f7578a29f162ad4b5c5d8c2160a3173b7642f,optimization_for_machine_learning.pdf,2.36,machine_learning,medium,45,optimization_for_machine_learning,Jason Brownlee,,,True,,,,machine_learning,medium,keyword_text,8570,True,True,07b8baefe951a45f,,,True
236ba830ab5c96c38e655e52f35ab327491d7200f3511e881b9f1646c9e03bb8,python_leetcode_guide_2025_reference_print.pdf,5.28,interview_prep,medium,45,python_leetcode_guide_2025_reference_print,Brandon Behring,,,True,,,,interview_prep,medium,claude_code,31259,True,True,e663f3907c830e25,,,True
a08b05c6d3511f47c181ede31ca02c60eebf77ed443471e7d0d351da0c61bae9,sql_leetcode_guide_2025_digital.pdf,1.7,data_science,low,45,sql_leetcode_guide_2025_digital,Brandon Behring,,,True,,,,data_science,low,keyword_text,16654,True,True,40b2aa6c30623ca7,,,True
3024611626e021b4810e1f72b3dc960df43f918e33447a5bcd47b3bb8e2c8054,Akka_in_Action (5).pdf,12.37,unclassified,unclassified,45,Akka_in_Action (5),Raymond Roestenburg; Rob Bakker; Rob Williams,,,True,9781617291012; 9781617291,,,,,,2534,True,True,0b189add90cee7b1,,,True
34017b1c91d3adfca8a20d922e606037740e8f9e80bbe1538c87dc0c8dc10a68,Deep_Learning_with_Python (6).pdf,11.88,deep_learning,low,45,Deep_Learning_with_Python (6),François Chollet,,,True,9781617294433; 9781617294,,,,,,2596,True,True,5a7479e2e42cff34,,,True
964401115b5818ed01e1956b382bc070bf81ae0639f9110728d508cdcadcb608,Effective_Data_Science_Infrastructure (4).pdf,16.74,data_science,medium,45,Effective_Data_Science_Infrastructure (4),Ville Tuulos,,,True,9781617299193; 9781617299,,,data_science,medium,claude_code,3762,True,True,8067c1bc6e80eddf,,,True
c79b015f4f2541e4d989338d12a2054bb6c36d4fcb1450dbe4d2b513ebb9976f,Math_and_Architectures_of_Deep_Learning_2.pdf,81.32,deep_learning,medium,45,Math_and_Architectures_of_Deep_Learning_2,,,,True,9781617296482; 9781617296,,,deep_learning,medium,claude_code,3417,True,True,a3bb1f78ed1a2b4d,,,True
33314fda374810738cf1d22167d618889cbf4fe299d0a377a1b6915e31e57824,Robert Johansson - Numerical Python_ Scientific Computing and Data Science Applications with Numpy SciPy and Matplotlib-Apress 2019.pdf,23.47,data_science,high,45,Robert Johansson - Numerical Python: Scientific Computing and Data Science Applications with Numpy SciPy and Matplotlib-Apress 2019,,2019,,True,9781484242452,,,data_science,high,keyword_text,6319,True,False,ed22d05823edeabe,,,True
89749245bc8065d7575f990815c621a091de3facca1585168fc0369542742dcf,book1 1.pdf,88.05,machine_learning,high,45,book1 1,,,,True,9780262046824; 9780262046,,,machine_learning,high,keyword_text,3071,True,False,6c0a7d10b8ff43b3,,,True
d86e002f305618c9405e8e8231094ab9b92819fe0429f000b5e03f632f86217c,book1.pdf,86.89,machine_learning,high,45,book1,,,,True,9780262046824; 9780262046,,,machine_learning,high,keyword_text,3068,True,False,f2e3afebf027a804,,,True
b131d0e8e25a5531ddd1a9c3e09afb9b4e630fafa3c6a375bdbfdc8ebebe7698,Fast_Python (1).pdf,7.95,data_science,medium,45,Fast_Python (1),Tiago Rodrigues Antao,,,True,9781617297939; 9781617297,,,data_science,medium,claude_code,3366,True,True,71f68e3ca438c886,,,True
abbfd710405fe39c6740f33994575260e09649dc40b82e145431f02e189b64f9,Solutions to Introduction to Ratemaking and Loss Reserving -- Robert L_ Brown Ph_D_ FSA FCIA ACAS W_ Scott Lennox -- 4th edition Winsted -- 9781625424747 -- fc2a7110554409ff8661ec86c983749f -- Annas Archive.pdf,13.61,deep_learning,low,45,IRLR_Solution_1.png,,,,True,9781625428356,,,deep_learning,low,claude_code,7867,True,True,73777d919f9fd699,,,True
f663650dc726914d72c405760fc775893471541950c0d1aab8292a34d90f1819,The_Creative_Programmer.pdf,19.51,software_engineering,medium,45,The_Creative_Programmer,Wouter Groeneveld,,,True,9781633439054; 9781633439,,,software_engineering,medium,claude_code,3007,True,True,d2f928f4d9bbf599,,,True
e47304c6ed3df5911e5aebf7b8d29c01965291f6e81b50934cda63b903a72211,"Tim Roughgarden - Algorithms Illuminated (Part 2)_ Graph Algorithms and Data Structures-Soundlikeyourself Publishing, LLC (2018).pdf",7.93,algorithms,medium,45,"Algorithms Illuminated (Part 2): Graph Algorithms and Data Structures-Soundlikeyourself Publishing, LLC",Tim Roughgarden,2018,,True,9780999282922; 9780999282939,,,algorithms,medium,keyword_text,1436,True,True,270a2d0985ca14ec,,,True
bd5ede74c37cdb04744b2e3d761a2c1195fa9443c82fc2239a41bab73028777f,Tim Roughgarden - Algorithms Illuminated_ Part 1_ The Basics-Soundlikeyourself Publ 2017.pdf,5.52,algorithms,medium,45,Tim Roughgarden - Algorithms Illuminated: Part 1: The Basics-Soundlikeyourself Publ 2017,I am the Author,2017,,True,9780999282908; 9780999282915,,,algorithms,medium,claude_code,1385,True,True,81bf8fe3d611b816,,,True
